owner,name,stars,forks,watchers,isFork,isArchived,languages,languageCount,topics,topicCount,diskUsageKb,pullRequests,issues,description,primaryLanguage,createdAt,pushedAt,defaultBranchCommitCount,license,assignableUserCount,codeOfConduct,forkingAllowed,nameWithOwner,parent,contributors
python,cpython,55195,27451,1503,False,False,"[{'name': 'Python', 'size': 32139979}, {'name': 'C', 'size': 17557176}, {'name': 'C++', 'size': 328444}, {'name': 'M4', 'size': 231651}, {'name': 'HTML', 'size': 208030}, {'name': 'Batchfile', 'size': 75836}, {'name': 'Shell', 'size': 65561}, {'name': 'Roff', 'size': 41218}, {'name': 'Makefile', 'size': 34704}, {'name': 'Objective-C', 'size': 26849}]",21,[],0,513974,43224,64260,The Python programming language,Python,2017-02-10T19:23:51Z,2023-08-18T08:55:33Z,118265.0,Other,145,Other,True,python/cpython,,347
Anduin2017,HowToCook,55175,7852,364,False,False,"[{'name': 'Shell', 'size': 887}]",1,"[{'name': 'cookbook', 'stars': 20}, {'name': 'recipes', 'stars': 7}, {'name': 'cooking', 'stars': 47}, {'name': 'dishes', 'stars': 2}, {'name': 'chinese', 'stars': 352}]",5,402233,642,608,程序员在家做饭方法指南。Programmer's guide about how to cook at home (Chinese only).,Shell,2020-02-29T10:43:49Z,2023-08-18T04:57:25Z,2117.0,The Unlicense,5,Other,True,Anduin2017/HowToCook,,329
h5bp,html5-boilerplate,55133,12365,2546,False,False,"[{'name': 'JavaScript', 'size': 11027}, {'name': 'HTML', 'size': 2019}]",2,"[{'name': 'html5-boilerplate', 'stars': 125}, {'name': 'html5', 'stars': 1103}, {'name': 'robust', 'stars': 3}, {'name': 'javascript', 'stars': 163762}, {'name': 'css', 'stars': 96882}, {'name': 'best-practices', 'stars': 219}, {'name': 'html', 'stars': 107963}]",7,22941,1607,1309,"A professional front-end template for building fast, robust, and adaptable web apps or sites.",JavaScript,2010-01-24T18:03:24Z,2023-08-04T07:08:50Z,2475.0,MIT License,7,Contributor Covenant,True,h5bp/html5-boilerplate,,250
gatsbyjs,gatsby,54691,10561,759,False,False,"[{'name': 'JavaScript', 'size': 5291970}, {'name': 'TypeScript', 'size': 3367649}, {'name': 'CSS', 'size': 94587}, {'name': 'HTML', 'size': 62235}, {'name': 'MDX', 'size': 40139}, {'name': 'Shell', 'size': 9795}, {'name': 'Dockerfile', 'size': 2751}, {'name': 'PHP', 'size': 2010}, {'name': 'EJS', 'size': 461}, {'name': 'Python', 'size': 281}]",13,"[{'name': 'gatsby', 'stars': 257}, {'name': 'static-site-generator', 'stars': 312}, {'name': 'react', 'stars': 95607}, {'name': 'blog', 'stars': 139}, {'name': 'web-app', 'stars': 56}, {'name': 'compiler', 'stars': 31071}, {'name': 'graphql', 'stars': 26650}]",7,1122542,21817,13935,The fastest frontend for the headless web. Build modern websites with React.,JavaScript,2015-05-21T22:43:05Z,2023-08-18T07:09:17Z,21524.0,MIT License,18,Other,True,gatsbyjs/gatsby,,417
microsoft,playwright,54007,2967,406,False,False,"[{'name': 'TypeScript', 'size': 7038386}, {'name': 'HTML', 'size': 342983}, {'name': 'C++', 'size': 118403}, {'name': 'CSS', 'size': 113681}, {'name': 'Objective-C', 'size': 65929}, {'name': 'JavaScript', 'size': 65542}, {'name': 'Shell', 'size': 39235}, {'name': 'Java', 'size': 16271}, {'name': 'C', 'size': 7890}, {'name': 'Vue', 'size': 4445}]",17,"[{'name': 'playwright', 'stars': 80}, {'name': 'testing', 'stars': 13291}, {'name': 'automation', 'stars': 1054}, {'name': 'webkit', 'stars': 25}, {'name': 'firefox', 'stars': 30667}, {'name': 'e2e-testing', 'stars': 40}, {'name': 'web', 'stars': 1630}, {'name': 'chrome', 'stars': 61061}, {'name': 'electron', 'stars': 23645}, {'name': 'javascript', 'stars': 163762}]",11,150140,12440,10736,"Playwright is a framework for Web Testing and Automation. It allows testing Chromium, Firefox and WebKit with a single API. ",TypeScript,2019-11-15T18:32:42Z,2023-08-18T08:56:08Z,11143.0,Apache License 2.0,2311,Other,True,microsoft/playwright,,475
yt-dlp,yt-dlp,53974,4442,381,False,False,"[{'name': 'Python', 'size': 9073383}, {'name': 'Makefile', 'size': 7143}, {'name': 'Shell', 'size': 423}, {'name': 'Batchfile', 'size': 394}]",4,"[{'name': 'youtube-dl', 'stars': 87}, {'name': 'youtube-dlc', 'stars': 6}, {'name': 'python', 'stars': 277238}, {'name': 'video-downloader', 'stars': 51}, {'name': 'sponsorblock', 'stars': 9}, {'name': 'sponskrub', 'stars': 1}, {'name': 'yt-dlp', 'stars': 25}, {'name': 'youtube-downloader', 'stars': 59}]",8,45982,2144,5567,A youtube-dl fork with additional features and fixes,Python,2020-10-26T04:22:55Z,2023-08-18T03:13:48Z,21918.0,The Unlicense,7,,True,yt-dlp/yt-dlp,,384
junegunn,fzf,53824,2220,382,False,False,"[{'name': 'Go', 'size': 471531}, {'name': 'Ruby', 'size': 116909}, {'name': 'Shell', 'size': 53911}, {'name': 'Vim Script', 'size': 32540}, {'name': 'Makefile', 'size': 4961}, {'name': 'PowerShell', 'size': 1881}, {'name': 'Dockerfile', 'size': 500}]",7,"[{'name': 'fzf', 'stars': 76}, {'name': 'go', 'stars': 58453}, {'name': 'bash', 'stars': 47178}, {'name': 'zsh', 'stars': 387}, {'name': 'fish', 'stars': 151}, {'name': 'vim', 'stars': 21857}, {'name': 'neovim', 'stars': 899}, {'name': 'cli', 'stars': 50579}, {'name': 'unix', 'stars': 158}, {'name': 'tmux', 'stars': 134}]",10,5081,764,2436,:cherry_blossom: A command-line fuzzy finder,Go,2013-10-23T16:04:23Z,2023-08-18T04:39:05Z,2406.0,MIT License,1,,True,junegunn/fzf,,247
hoppscotch,hoppscotch,53794,3674,471,False,False,"[{'name': 'TypeScript', 'size': 1525920}, {'name': 'Vue', 'size': 1003621}, {'name': 'JavaScript', 'size': 104737}, {'name': 'SCSS', 'size': 60864}, {'name': 'Handlebars', 'size': 24382}, {'name': 'Dockerfile', 'size': 1515}, {'name': 'HTML', 'size': 1142}, {'name': 'Shell', 'size': 141}]",8,"[{'name': 'api', 'stars': 90666}, {'name': 'api-client', 'stars': 36}, {'name': 'api-rest', 'stars': 30}, {'name': 'pwa', 'stars': 12121}, {'name': 'api-testing', 'stars': 57}, {'name': 'vue', 'stars': 57868}, {'name': 'vuejs', 'stars': 527}, {'name': 'tools', 'stars': 180}, {'name': 'testing-tools', 'stars': 57}, {'name': 'testing', 'stars': 13291}]",18,68179,1954,1086,👽 Open source API development ecosystem - https://hoppscotch.io,TypeScript,2019-08-21T13:15:24Z,2023-08-18T09:03:33Z,4857.0,MIT License,10,Contributor Covenant,True,hoppscotch/hoppscotch,,210
fighting41love,funNLP,53774,13148,1514,False,False,"[{'name': 'Python', 'size': 365}]",1,[],0,174174,24,61,"中英文敏感词、语言检测、中外手机/电话归属地/运营商查询、名字推断性别、手机号抽取、身份证抽取、邮箱抽取、中日文人名库、中文缩写库、拆字词典、词汇情感值、停用词、反动词表、暴恐词表、繁简体转换、英文模拟中文发音、汪峰歌词生成器、职业名称词库、同义词库、反义词库、否定词库、汽车品牌词库、汽车零件词库、连续英文切割、各种中文词向量、公司名字大全、古诗词库、IT词库、财经词库、成语词库、地名词库、历史名人词库、诗词词库、医学词库、饮食词库、法律词库、汽车词库、动物词库、中文聊天语料、中文谣言数据、百度中文问答数据集、句子相似度匹配算法集合、bert资源、文本生成&摘要相关工具、cocoNLP信息抽取工具、国内电话号码正则匹配、清华大学XLORE:中英文跨语言百科知识图谱、清华大学人工智能技术系列报告、自然语言生成、NLU太难了系列、自动对联数据及机器人、用户名黑名单列表、罪名法务名词及分类模型、微信公众号语料、cs224n深度学习自然语言处理课程、中文手写汉字识别、中文自然语言处理 语料/数据集、变量命名神器、分词语料库+代码、任务型对话英文数据集、ASR 语音数据集 + 基于深度学习的中文语音识别系统、笑声检测器、Microsoft多语言数字/单位/如日期时间识别包、中华新华字典数据库及api(包括常用歇后语、成语、词语和汉字)、文档图谱自动生成、SpaCy 中文模型、Common Voice语音识别数据集新版、神经网络关系抽取、基于bert的命名实体识别、关键词(Keyphrase)抽取包pke、基于医疗领域知识图谱的问答系统、基于依存句法与语义角色标注的事件三元组抽取、依存句法分析4万句高质量标注数据、cnocr：用来做中文OCR的Python3包、中文人物关系知识图谱项目、中文nlp竞赛项目及代码汇总、中文字符数据、speech-aligner: 从“人声语音”及其“语言文本”产生音素级别时间对齐标注的工具、AmpliGraph: 知识图谱表示学习(Python)库：知识图谱概念链接预测、Scattertext 文本可视化(python)、语言/知识表示工具：BERT & ERNIE、中文对比英文自然语言处理NLP的区别综述、Synonyms中文近义词工具包、HarvestText领域自适应文本挖掘工具（新词发现-情感分析-实体链接等）、word2word：(Python)方便易用的多语言词-词对集：62种语言/3,564个多语言对、语音识别语料生成工具：从具有音频/字幕的在线视频创建自动语音识别(ASR)语料库、构建医疗实体识别的模型（包含词典和语料标注）、单文档非监督的关键词抽取、Kashgari中使用gpt-2语言模型、开源的金融投资数据提取工具、文本自动摘要库TextTeaser: 仅支持英文、人民日报语料处理工具集、一些关于自然语言的基本模型、基于14W歌曲知识库的问答尝试--功能包括歌词接龙and已知歌词找歌曲以及歌曲歌手歌词三角关系的问答、基于Siamese bilstm模型的相似句子判定模型并提供训练数据集和测试数据集、用Transformer编解码模型实现的根据Hacker News文章标题自动生成评论、用BERT进行序列标记和文本分类的模板代码、LitBank：NLP数据集——支持自然语言处理和计算人文学科任务的100部带标记英文小说语料、百度开源的基准信息抽取系统、虚假新闻数据集、Facebook: LAMA语言模型分析，提供Transformer-XL/BERT/ELMo/GPT预训练语言模型的统一访问接口、CommonsenseQA：面向常识的英文QA挑战、中文知识图谱资料、数据及工具、各大公司内部里大牛分享的技术文档 PDF 或者 PPT、自然语言生成SQL语句（英文）、中文NLP数据增强（EDA）工具、英文NLP数据增强工具 、基于医药知识图谱的智能问答系统、京东商品知识图谱、基于mongodb存储的军事领域知识图谱问答项目、基于远监督的中文关系抽取、语音情感分析、中文ULMFiT-情感分析-文本分类-语料及模型、一个拍照做题程序、世界各国大规模人名库、一个利用有趣中文语料库 qingyun 训练出来的中文聊天机器人、中文聊天机器人seqGAN、省市区镇行政区划数据带拼音标注、教育行业新闻语料库包含自动文摘功能、开放了对话机器人-知识图谱-语义理解-自然语言处理工具及数据、中文知识图谱：基于百度百科中文页面-抽取三元组信息-构建中文知识图谱、masr: 中文语音识别-提供预训练模型-高识别率、Python音频数据增广库、中文全词覆盖BERT及两份阅读理解数据、ConvLab：开源多域端到端对话系统平台、中文自然语言处理数据集、基于最新版本rasa搭建的对话系统、基于TensorFlow和BERT的管道式实体及关系抽取、一个小型的证券知识图谱/知识库、复盘所有NLP比赛的TOP方案、OpenCLaP：多领域开源中文预训练语言模型仓库、UER：基于不同语料+编码器+目标任务的中文预训练模型仓库、中文自然语言处理向量合集、基于金融-司法领域(兼有闲聊性质)的聊天机器人、g2pC：基于上下文的汉语读音自动标记模块、Zincbase 知识图谱构建工具包、诗歌质量评价/细粒度情感诗歌语料库、快速转化「中文数字」和「阿拉伯数字」、百度知道问答语料库、基于知识图谱的问答系统、jieba_fast 加速版的jieba、正则表达式教程、中文阅读理解数据集、基于BERT等最新语言模型的抽取式摘要提取、Python利用深度学习进行文本摘要的综合指南、知识图谱深度学习相关资料整理、维基大规模平行文本语料、StanfordNLP 0.2.0：纯Python版自然语言处理包、NeuralNLP-NeuralClassifier：腾讯开源深度学习文本分类工具、端到端的封闭域对话系统、中文命名实体识别：NeuroNER vs. BertNER、新闻事件线索抽取、2019年百度的三元组抽取比赛：“科学空间队”源码、基于依存句法的开放域文本知识三元组抽取和知识库构建、中文的GPT2训练代码、ML-NLP - 机器学习(Machine Learning)NLP面试中常考到的知识点和代码实现、nlp4han:中文自然语言处理工具集(断句/分词/词性标注/组块/句法分析/语义分析/NER/N元语法/HMM/代词消解/情感分析/拼写检查、XLM：Facebook的跨语言预训练语言模型、用基于BERT的微调和特征提取方法来进行知识图谱百度百科人物词条属性抽取、中文自然语言处理相关的开放任务-数据集-当前最佳结果、CoupletAI - 基于CNN+Bi-LSTM+Attention 的自动对对联系统、抽象知识图谱、MiningZhiDaoQACorpus - 580万百度知道问答数据挖掘项目、brat rapid annotation tool: 序列标注工具、大规模中文知识图谱数据：1.4亿实体、数据增强在机器翻译及其他nlp任务中的应用及效果、allennlp阅读理解:支持多种数据和模型、PDF表格数据提取工具 、 Graphbrain：AI开源软件库和科研工具，目的是促进自动意义提取和文本理解以及知识的探索和推断、简历自动筛选系统、基于命名实体识别的简历自动摘要、中文语言理解测评基准，包括代表性的数据集&基准模型&语料库&排行榜、树洞 OCR 文字识别 、从包含表格的扫描图片中识别表格和文字、语声迁移、Python口语自然语言处理工具集(英文)、 similarity：相似度计算工具包，java编写、海量中文预训练ALBERT模型 、Transformers 2.0 、基于大规模音频数据集Audioset的音频增强 、Poplar：网页版自然语言标注工具、图片文字去除，可用于漫画翻译 、186种语言的数字叫法库、Amazon发布基于知识的人-人开放领域对话数据集 、中文文本纠错模块代码、繁简体转换 、 Python实现的多种文本可读性评价指标、类似于人名/地名/组织机构名的命名体识别数据集 、东南大学《知识图谱》研究生课程(资料)、. 英文拼写检查库 、 wwsearch是企业微信后台自研的全文检索引擎、CHAMELEON：深度学习新闻推荐系统元架构 、 8篇论文梳理BERT相关模型进展与反思、DocSearch：免费文档搜索引擎、 LIDA：轻量交互式对话标注工具 、aili - the fastest in-memory index in the East 东半球最快并发索引 、知识图谱车音工作项目、自然语言生成资源大全 、中日韩分词库mecab的Python接口库、中文文本摘要/关键词提取、汉字字符特征提取器 (featurizer)，提取汉字的特征（发音特征、字形特征）用做深度学习的特征、中文生成任务基准测评 、中文缩写数据集、中文任务基准测评 - 代表性的数据集-基准(预训练)模型-语料库-baseline-工具包-排行榜、PySS3：面向可解释AI的SS3文本分类器机器可视化工具 、中文NLP数据集列表、COPE - 格律诗编辑程序、doccano：基于网页的开源协同多语言文本标注工具 、PreNLP：自然语言预处理库、简单的简历解析器，用来从简历中提取关键信息、用于中文闲聊的GPT2模型：GPT2-chitchat、基于检索聊天机器人多轮响应选择相关资源列表(Leaderboards、Datasets、Papers)、(Colab)抽象文本摘要实现集锦(教程 、词语拼音数据、高效模糊搜索工具、NLP数据增广资源集、微软对话机器人框架 、 GitHub Typo Corpus：大规模GitHub多语言拼写错误/语法错误数据集、TextCluster：短文本聚类预处理模块 Short text cluster、面向语音识别的中文文本规范化、BLINK：最先进的实体链接库、BertPunc：基于BERT的最先进标点修复模型、Tokenizer：快速、可定制的文本词条化库、中文语言理解测评基准，包括代表性的数据集、基准(预训练)模型、语料库、排行榜、spaCy 医学文本挖掘与信息提取 、 NLP任务示例项目代码集、 python拼写检查库、chatbot-list - 行业内关于智能客服、聊天机器人的应用和架构、算法分享和介绍、语音质量评价指标(MOSNet, BSSEval, STOI, PESQ, SRMR)、 用138GB语料训练的法文RoBERTa预训练语言模型 、BERT-NER-Pytorch：三种不同模式的BERT中文NER实验、无道词典 - 有道词典的命令行版本，支持英汉互查和在线查询、2019年NLP亮点回顾、 Chinese medical dialogue data 中文医疗对话数据集 、最好的汉字数字(中文数字)-阿拉伯数字转换工具、 基于百科知识库的中文词语多词义/义项获取与特定句子词语语义消歧、awesome-nlp-sentiment-analysis - 情感分析、情绪原因识别、评价对象和评价词抽取、LineFlow：面向所有深度学习框架的NLP数据高效加载器、中文医学NLP公开资源整理 、MedQuAD：(英文)医学问答数据集、将自然语言数字串解析转换为整数和浮点数、Transfer Learning in Natural Language Processing (NLP) 、面向语音识别的中文/英文发音辞典、Tokenizers：注重性能与多功能性的最先进分词器、CLUENER 细粒度命名实体识别 Fine Grained Named Entity Recognition、 基于BERT的中文命名实体识别、中文谣言数据库、NLP数据集/基准任务大列表、nlp相关的一些论文及代码, 包括主题模型、词向量(Word Embedding)、命名实体识别(NER)、文本分类(Text Classificatin)、文本生成(Text Generation)、文本相似性(Text Similarity)计算等，涉及到各种与nlp相关的算法，基于keras和tensorflow 、Python文本挖掘/NLP实战示例、 Blackstone：面向非结构化法律文本的spaCy pipeline和NLP模型通过同义词替换实现文本“变脸” 、中文 预训练 ELECTREA 模型: 基于对抗学习 pretrain Chinese Model 、albert-chinese-ner - 用预训练语言模型ALBERT做中文NER 、基于GPT2的特定主题文本生成/文本增广、开源预训练语言模型合集、多语言句向量包、编码、标记和实现：一种可控高效的文本生成方法、 英文脏话大列表 、attnvis：GPT2、BERT等transformer语言模型注意力交互可视化、CoVoST：Facebook发布的多语种语音-文本翻译语料库，包括11种语言(法语、德语、荷兰语、俄语、西班牙语、意大利语、土耳其语、波斯语、瑞典语、蒙古语和中文)的语音、文字转录及英文译文、Jiagu自然语言处理工具 - 以BiLSTM等模型为基础，提供知识图谱关系抽取 中文分词 词性标注 命名实体识别 情感分析 新词发现 关键词 文本摘要 文本聚类等功能、用unet实现对文档表格的自动检测，表格重建、NLP事件提取文献资源列表 、 金融领域自然语言处理研究资源大列表、CLUEDatasetSearch - 中英文NLP数据集：搜索所有中文NLP数据集，附常用英文NLP数据集 、medical_NER - 中文医学知识图谱命名实体识别 、(哈佛)讲因果推理的免费书、知识图谱相关学习资料/数据集/工具资源大列表、Forte：灵活强大的自然语言处理pipeline工具集 、Python字符串相似性算法库、PyLaia：面向手写文档分析的深度学习工具包、TextFooler：针对文本分类/推理的对抗文本生成模块、Haystack：灵活、强大的可扩展问答(QA)框架、中文关键短语抽取工具",Python,2018-08-21T11:20:39Z,2023-06-29T00:15:18Z,157.0,,1,,True,fighting41love/funNLP,,11
syncthing,syncthing,53755,3841,989,False,False,"[{'name': 'Go', 'size': 2863513}, {'name': 'HTML', 'size': 264565}, {'name': 'JavaScript', 'size': 178085}, {'name': 'TypeScript', 'size': 94508}, {'name': 'Shell', 'size': 61923}, {'name': 'CSS', 'size': 25347}, {'name': 'SCSS', 'size': 8041}, {'name': 'Dockerfile', 'size': 1297}, {'name': 'Ruby', 'size': 266}, {'name': 'PowerShell', 'size': 264}]",11,"[{'name': 'synchronization', 'stars': 35}, {'name': 'go', 'stars': 58453}, {'name': 'peer-to-peer', 'stars': 97}, {'name': 'p2p', 'stars': 11957}]",4,126361,3825,5167,Open Source Continuous File Synchronization,Go,2013-11-26T09:48:21Z,2023-08-18T01:21:01Z,7180.0,Mozilla Public License 2.0,30,,True,syncthing/syncthing,,310
ElemeFE,element,53594,14617,1338,False,False,"[{'name': 'Vue', 'size': 1194233}, {'name': 'JavaScript', 'size': 1137811}, {'name': 'SCSS', 'size': 282159}, {'name': 'Shell', 'size': 3901}, {'name': 'Makefile', 'size': 1222}]",5,"[{'name': 'vue', 'stars': 57868}, {'name': 'components', 'stars': 89}, {'name': 'javascript', 'stars': 163762}, {'name': 'vue-components', 'stars': 34}, {'name': 'ui-kit', 'stars': 82}, {'name': 'element-ui', 'stars': 42}, {'name': 'vuejs', 'stars': 527}]",7,90566,5053,17539,A Vue.js 2.0 UI Toolkit for Web,Vue,2016-09-03T06:19:26Z,2023-08-17T11:00:02Z,4602.0,MIT License,8,,True,ElemeFE/element,,412
apache,superset,53415,11124,1477,False,False,"[{'name': 'TypeScript', 'size': 8752709}, {'name': 'Python', 'size': 7289999}, {'name': 'Jupyter Notebook', 'size': 2997739}, {'name': 'JavaScript', 'size': 2333228}, {'name': 'HTML', 'size': 1244447}, {'name': 'Less', 'size': 56991}, {'name': 'Shell', 'size': 53427}, {'name': 'MDX', 'size': 17231}, {'name': 'Dockerfile', 'size': 6527}, {'name': 'Jinja', 'size': 5542}]",15,"[{'name': 'superset', 'stars': 13}, {'name': 'apache', 'stars': 84}, {'name': 'apache-superset', 'stars': 1}, {'name': 'data-visualization', 'stars': 59770}, {'name': 'data-viz', 'stars': 22}, {'name': 'analytics', 'stars': 535}, {'name': 'business-intelligence', 'stars': 235}, {'name': 'data-science', 'stars': 3793}, {'name': 'data-engineering', 'stars': 308}, {'name': 'asf', 'stars': 1}]",18,527295,13893,9383,Apache Superset is a Data Visualization and Data Exploration Platform,TypeScript,2015-07-21T18:55:34Z,2023-08-18T03:26:28Z,13829.0,Apache License 2.0,60,Other,True,apache/superset,,426
excalidraw,excalidraw,53300,4628,308,False,False,"[{'name': 'TypeScript', 'size': 2244912}, {'name': 'SCSS', 'size': 125791}, {'name': 'MDX', 'size': 85722}, {'name': 'JavaScript', 'size': 71666}, {'name': 'HTML', 'size': 8055}, {'name': 'CSS', 'size': 1340}, {'name': 'Dockerfile', 'size': 493}, {'name': 'Shell', 'size': 29}]",8,"[{'name': 'productivity', 'stars': 296}, {'name': 'collaboration', 'stars': 112}, {'name': 'diagrams', 'stars': 47}, {'name': 'drawing', 'stars': 84}, {'name': 'whiteboard', 'stars': 51}, {'name': 'canvas', 'stars': 179}]",6,43270,4002,2662,Virtual whiteboard for sketching hand-drawn like diagrams,TypeScript,2020-01-02T01:04:43Z,2023-08-18T07:41:53Z,3171.0,MIT License,56,,True,excalidraw/excalidraw,,277
TheAlgorithms,Java,53153,17959,2239,False,False,"[{'name': 'Java', 'size': 1656855}, {'name': 'Dockerfile', 'size': 1674}]",2,"[{'name': 'java', 'stars': 147835}, {'name': 'algorithms', 'stars': 397}, {'name': 'algorithms-datastructures', 'stars': 40}, {'name': 'algorithm-challenges', 'stars': 46}, {'name': 'sorting-algorithms', 'stars': 36}, {'name': 'search', 'stars': 89}, {'name': 'sort', 'stars': 15}, {'name': 'hacktoberfest', 'stars': 26059}, {'name': 'algorithm', 'stars': 100617}, {'name': 'data-structures', 'stars': 71595}]",10,3781,3199,837,All Algorithms implemented in Java,Java,2016-07-16T10:21:02Z,2023-08-18T08:32:49Z,1908.0,MIT License,106,Contributor Covenant,True,TheAlgorithms/Java,,431
microsoft,ML-For-Beginners,53131,11047,907,False,False,"[{'name': 'HTML', 'size': 67836904}, {'name': 'Jupyter Notebook', 'size': 5395430}, {'name': 'Python', 'size': 54534}, {'name': 'Vue', 'size': 3931}, {'name': 'JavaScript', 'size': 1960}, {'name': 'Dockerfile', 'size': 1371}, {'name': 'CSS', 'size': 394}]",7,"[{'name': 'ml', 'stars': 319}, {'name': 'data-science', 'stars': 3793}, {'name': 'machine-learning', 'stars': 72587}, {'name': 'machine-learning-algorithms', 'stars': 105}, {'name': 'machinelearning', 'stars': 167}, {'name': 'python', 'stars': 277238}, {'name': 'machinelearning-python', 'stars': 83}, {'name': 'scikit-learn', 'stars': 22333}, {'name': 'scikit-learn-python', 'stars': 9}, {'name': 'r', 'stars': 39607}]",11,225738,437,0,"12 weeks, 26 lessons, 52 quizzes, classic Machine Learning for all",HTML,2021-03-03T01:34:05Z,2023-07-30T06:19:55Z,1600.0,MIT License,9,Other,True,microsoft/ML-For-Beginners,,130
3b1b,manim,52868,5406,858,False,False,"[{'name': 'Python', 'size': 723061}, {'name': 'GLSL', 'size': 29245}]",2,"[{'name': 'python', 'stars': 277238}, {'name': 'animation', 'stars': 340}, {'name': 'explanatory-math-videos', 'stars': 3}, {'name': '3b1b-videos', 'stars': 2}]",4,75821,784,1081,Animation engine for explanatory math videos,Python,2015-03-22T18:50:58Z,2023-08-16T03:40:44Z,5774.0,MIT License,3,,True,3b1b/manim,,143
bradtraversy,design-resources-for-developers,52865,10772,964,False,False,[],0,[],0,4668,1219,87,"Curated list of design and UI resources from stock photos, web templates, CSS frameworks, UI libraries, tools and much more",,2020-05-06T14:40:35Z,2023-08-15T08:29:52Z,2096.0,MIT License,4,,True,bradtraversy/design-resources-for-developers,,405
spring-projects,spring-framework,52812,36669,3370,False,False,"[{'name': 'Java', 'size': 45223418}, {'name': 'Kotlin', 'size': 706065}, {'name': 'AspectJ', 'size': 32003}, {'name': 'FreeMarker', 'size': 30820}, {'name': 'Groovy', 'size': 6902}, {'name': 'Shell', 'size': 6360}, {'name': 'XSLT', 'size': 2945}, {'name': 'HTML', 'size': 1203}, {'name': 'Ruby', 'size': 1060}, {'name': 'CSS', 'size': 1019}]",15,"[{'name': 'framework', 'stars': 31818}, {'name': 'spring', 'stars': 1549}, {'name': 'spring-framework', 'stars': 31}]",3,196507,4351,23901,Spring Framework,Java,2010-12-08T04:04:45Z,2023-08-18T05:08:37Z,27652.0,Apache License 2.0,15,Contributor Covenant,True,spring-projects/spring-framework,,368
tesseract-ocr,tesseract,52763,8734,1672,False,False,"[{'name': 'C++', 'size': 7578763}, {'name': 'C', 'size': 83843}, {'name': 'Java', 'size': 74134}, {'name': 'Makefile', 'size': 68355}, {'name': 'CMake', 'size': 59623}, {'name': 'Shell', 'size': 27582}, {'name': 'M4', 'size': 3378}, {'name': 'Python', 'size': 700}, {'name': 'Dockerfile', 'size': 582}]",9,"[{'name': 'tesseract', 'stars': 20}, {'name': 'tesseract-ocr', 'stars': 19}, {'name': 'ocr', 'stars': 149}, {'name': 'lstm', 'stars': 38}, {'name': 'machine-learning', 'stars': 72587}, {'name': 'ocr-engine', 'stars': 8}, {'name': 'hacktoberfest', 'stars': 26059}]",7,52827,1546,2535,Tesseract Open Source OCR Engine (main repository),C++,2014-08-12T18:04:59Z,2023-08-16T11:54:11Z,6251.0,Apache License 2.0,8,,True,tesseract-ocr/tesseract,,179
sindresorhus,awesome-nodejs,52365,5771,1647,False,False,[],0,"[{'name': 'awesome', 'stars': 68077}, {'name': 'awesome-list', 'stars': 1706}, {'name': 'nodejs', 'stars': 74528}, {'name': 'javascript', 'stars': 163762}, {'name': 'list', 'stars': 119}, {'name': 'node', 'stars': 603}]",6,1511,1093,100,:zap: Delightful Node.js packages and resources,,2014-07-11T13:35:34Z,2023-08-13T16:09:30Z,852.0,Creative Commons Zero v1.0 Universal,1,Contributor Covenant,True,sindresorhus/awesome-nodejs,,348
ventoy,Ventoy,52076,3689,621,False,False,"[{'name': 'C', 'size': 9806423}, {'name': 'Shell', 'size': 626386}, {'name': 'HTML', 'size': 362447}, {'name': 'C++', 'size': 247124}, {'name': 'CSS', 'size': 152277}, {'name': 'Makefile', 'size': 145438}, {'name': 'JavaScript', 'size': 114243}, {'name': 'M4', 'size': 71186}, {'name': 'Roff', 'size': 46529}, {'name': 'Python', 'size': 35443}]",15,"[{'name': 'bootable-usb', 'stars': 20}, {'name': 'multiboot', 'stars': 15}, {'name': 'uefi', 'stars': 46}, {'name': 'legacy', 'stars': 2}, {'name': 'iso-files', 'stars': 9}, {'name': 'usb', 'stars': 39}, {'name': 'secure-boot', 'stars': 9}, {'name': 'windows', 'stars': 34209}, {'name': 'linux', 'stars': 106623}, {'name': 'unix', 'stars': 158}]",15,211581,432,1897,A new bootable USB solution.,C,2020-03-10T15:19:19Z,2023-08-15T19:39:25Z,1025.0,GNU General Public License v3.0,1,,True,ventoy/Ventoy,,110
sdmg15,Best-websites-a-programmer-should-visit,51938,6886,1283,False,False,[],0,"[{'name': 'books', 'stars': 215}, {'name': 'programmer', 'stars': 19}, {'name': 'cs', 'stars': 24}, {'name': 'links', 'stars': 35}, {'name': 'sites', 'stars': 22}, {'name': 'hacktoberfest', 'stars': 26059}]",6,1885,1539,108,:link: Some useful websites for programmers.,,2017-03-05T20:25:17Z,2023-07-18T13:37:14Z,1148.0,MIT License,1,Contributor Covenant,True,sdmg15/Best-websites-a-programmer-should-visit,,285
